event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	elected_indicator	incumbent_indicator	candidate_ed_vote_count	candidate_party_english_name	candidate_party_french_name	poll_number	polling_station_name	candidate_poll_vote_count
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	1	Old Crow	33
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	10	Koidern	0
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	11	Burwash Landing	23
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	12	Destruction Bay	5
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	13	Pelly Crossing	26
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	14	Carmacks	37
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	15	Faro	0
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	16	Faro	0
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	17	Faro	37
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	18	Little Salmon	0
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	19	Ross River	25
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	2	Eagle Plains	0
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	20A	Haines Junction	49
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	20B	Haines Junction	46
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	21	Takhini	6
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	22	Upper Laberge	31
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	23	Takhini	21
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	24	Takhini	53
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	25	Whitehorse	64
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	26A	Whitehorse	57
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	26B	Whitehorse	29
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	27	Whitehorse	23
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	28	Whitehorse	52
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	29	Whitehorse	61
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	3	Dawson	73
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	30	Whitehorse	28
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	31	Whitehorse	73
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	32	Whitehorse	58
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	33	Whitehorse	72
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	34	Whitehorse	73
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	35	Whitehorse	100
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	36	Whitehorse	78
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	37	Whitehorse	43
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	38	Whitehorse	25
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	39	Whitehorse	23
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	4	Dawson	69
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	40	Whitehorse	100
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	41A	Whitehorse	89
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	41B	Whitehorse	75
3700	ED60-001	1	Larry		Bagnell	M	Y	N	4293	Liberal	Libéral	41C	Whitehorse	94
