Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Colero","","Larry","Green Party","Parti Vert",N,N,4
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Findlay","","Kerry-Lynne","Conservative","Conservateur",N,N,58
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Hogg","","Gordie","Liberal","Libéral",N,Y,62
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Huenefeld","","Michael","PC Party","Parti PC",N,N,0
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Silveira","","Jonathan","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Taylor","","Rod","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 1","Surrey",N,N,"",0,498,"Wilson","","Donald","Libertarian","Libertarien",N,N,0
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Colero","","Larry","Green Party","Parti Vert",N,N,2
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Findlay","","Kerry-Lynne","Conservative","Conservateur",N,N,105
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Hogg","","Gordie","Liberal","Libéral",N,Y,53
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Huenefeld","","Michael","PC Party","Parti PC",N,N,0
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Silveira","","Jonathan","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Taylor","","Rod","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 2","Surrey",N,N,"",0,551,"Wilson","","Donald","Libertarian","Libertarien",N,N,0
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Colero","","Larry","Green Party","Parti Vert",N,N,5
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Findlay","","Kerry-Lynne","Conservative","Conservateur",N,N,58
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Hogg","","Gordie","Liberal","Libéral",N,Y,93
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Huenefeld","","Michael","PC Party","Parti PC",N,N,1
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Silveira","","Jonathan","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,8
59030,"South Surrey--White Rock","Surrey-Sud--White Rock"," 3","Surrey",N,N,"",3,571,"Taylor","","Rod","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
