event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	elected_indicator	incumbent_indicator	candidate_ed_vote_count	candidate_party_english_name	candidate_party_french_name	poll_number	polling_station_name	candidate_poll_vote_count
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	1	Sainte-Foy	9
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	1	Sainte-Foy	8
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	10	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	10	Sillery	58
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	100	Sainte-Foy	2
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	101	Sainte-Foy	8
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	102	Sainte-Foy	5
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	103	Sainte-Foy	7
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	104	Sainte-Foy	4
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	105	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	106	Sainte-Foy	6
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	107	Sainte-Foy	3
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	108	Sainte-Foy	2
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	109	Sainte-Foy	3
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	11	Sainte-Foy	3
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	110	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	111	Sainte-Foy	2
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	112	Sainte-Foy	6
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	113	Sainte-Foy	10
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	114	Sainte-Foy	2
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	115	Sainte-Foy	5
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	116	Sainte-Foy	11
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	117	Sainte-Foy	6
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	119	Sainte-Foy	1
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	12	Sainte-Foy	1
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	120	Sainte-Foy	4
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	121	Sainte-Foy	5
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	122	Sainte-Foy	3
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	123	Sainte-Foy	2
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	124	Sainte-Foy	40
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	125	Sainte-Foy	95
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	126	Sainte-Foy	113
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	127	Sainte-Foy	61
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	128	Sainte-Foy	52
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	129	Sillery	48
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	13	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	130	Sillery	49
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	131	Sillery	72
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	132	Sillery	97
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	133	Sainte-Foy	78
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	134	Sainte-Foy	66
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	135	Sainte-Foy	57
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	136	Sainte-Foy	89
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	137	Sainte-Foy	58
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	138	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	139	Sainte-Foy	62
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	14	Sainte-Foy	6
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	140	Sainte-Foy	81
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	141	Sainte-Foy	88
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	142	Sainte-Foy	76
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	143	Sainte-Foy	61
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	144	Sainte-Foy	64
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	145	Sainte-Foy	119
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	146	Sainte-Foy	0
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	147	Sainte-Foy	63
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	148	Sainte-Foy	104
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	149	Sainte-Foy	119
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	15	Sainte-Foy	3
3600	ED24-041	01	Karl		Adomeit	M	N	N	1161	N.D.P.	N.P.D.	150	Sainte-Foy	55
