event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	elected_indicator	incumbent_indicator	candidate_ed_vote_count	candidate_party_english_name	candidate_party_french_name	poll_number	polling_station_name	candidate_poll_vote_count
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	1	Fox Lake	10
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	1	Wabasca-Desmarais	6
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	1-1	Fox Lake	3
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	10	Fort Chipewyan	0
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	10	Wandering River	3
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	100	Slave Lake	104
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	101	Slave Lake	76
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	102	Slave Lake	114
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	103	Slave Lake	62
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	103-1	Slave Lake	85
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	104	Slave Lake	58
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	105	Slave Lake	121
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	106	Slave Lake	72
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	107	Slave Lake	145
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	108	Slave Lake	117
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	109	Island Lake	186
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	11	Fort Chipewyan	18
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	11	Westlock	230
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	110	Island Lake	238
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	111	Amber Valley	157
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	112	Baptiste Lake	184
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	113	Amber Valley	206
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	114	Athabasca	138
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	115	Athabasca	76
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	116	Athabasca	96
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	117	Athabasca	153
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	118	Meanook	167
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	119	Colinton	115
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	12	Fort MacKay	7
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	120	Colinton	126
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	121	Perryvale	155
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	122	Wandering River	106
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	123	Grassland	190
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	124	Mewatha Beach	214
3600	ED48-001	01	David		Chatters	M	Y	Y	14673	Reform	Réforme	125	Mewatha Beach	157
